price,bedrooms,bathrooms,sqft_living,sqft_total,floors,condition,grade,built,renovated,living_area_sqft
415000,3,1.75,2380,5650,1,4,8,1956,0,2350
495000,4,2.5,2020,7200,1,5,7,1968,0,1620
325000,3,2.25,1890,9646,1,3,8,1966,0,1580
440000,2,1.75,1330,4903,1,3,7,1985,0,1470
411000,3,1.75,1490,9844,1,4,7,1959,0,1840
810000,5,3.5,3550,9600,2,3,9,1998,0,2030
561750,5,1.75,2040,8996,1,4,7,1962,0,1950
835100,4,2.5,2380,12573,1,4,9,1963,0,2900
450000,3,2.25,1780,9969,1,3,8,1985,0,1950
238000,3,2.5,1650,2807,2,3,7,2004,0,1460
299000,3,1,1510,142803,1,3,7,1974,0,1330
570000,2,1,1100,6240,1,4,7,1941,0,1250
340000,3,1.75,2190,12626,2,4,8,1978,0,3110
450000,2,1.75,1760,2275,1.5,3,6,1912,0,1380
272750,4,1.5,1800,8786,1,3,7,1966,0,1780
520000,4,2,2000,6380,2,4,6,1949,0,1600
284950,3,1,990,10723,1,5,7,1960,0,1460
255000,2,1.5,1480,9660,1,3,7,1949,0,1990
231500,2,1,1200,9488,1,5,7,1941,0,1200
415000,1,2,3000,204732,2.5,3,8,1979,0,2330
330000,4,2.5,3504,6000,2,3,7,2006,0,2790
365000,3,1.5,1300,12240,1,3,7,1963,0,2040
425000,4,2,1330,9188,1.5,3,7,1928,2004,1770
400000,4,1.75,1850,6480,1,4,7,1958,0,1610
335000,4,2.5,2240,9701,2,3,9,1989,0,2240
342000,3,3,1260,1251,2,3,7,2003,0,1780
490000,8,5,2800,2580,2,3,8,1997,0,1800
331500,4,1.75,1820,14319,1,4,7,1969,0,1440
960000,3,2.5,1730,4102,3,3,8,1996,0,2340
720500,4,2.5,3350,35298,2,4,9,1985,0,2620
830000,3,2.5,3370,6550,2,4,8,1912,2001,1500
662990,3,1.75,1240,3600,1.5,5,7,1926,0,1660
220000,4,2,2340,10507,1.5,4,6,1959,0,990
349950,5,2,1880,4179,1,3,7,1952,2000,1350
550000,3,2,1810,2159,1,3,7,1922,0,1810
396000,3,1.75,2340,5668,1,4,6,1941,0,860
635000,4,1.5,2820,4000,2,3,7,1911,0,1470
293000,3,1,1020,7650,1,3,7,1940,0,1440
339000,3,2.25,2090,10120,1,4,7,1979,0,1820
285000,4,2.25,1830,8734,2,4,7,1991,0,1870
775000,6,2.75,2980,5000,1.5,3,7,1916,0,1470
224000,4,1.5,1600,9289,1,4,7,1959,0,1540
2250000,4,3.5,4440,8125,2,5,10,1922,0,3990
165050,3,1,1200,8514,1,3,7,1959,0,1210
275000,3,1.25,1230,4500,1.5,4,7,1913,0,1310
445000,5,3,2930,5500,1,3,7,1951,0,1400
510000,3,2.25,2370,38639,1,3,8,1978,0,2900
1230000,4,2.5,3040,7000,2,3,9,2001,0,2320
390000,3,1.5,1610,13500,1,3,7,1970,0,1540
460000,3,2.25,2350,10450,1,3,8,1977,0,2250
700000,3,1.75,2000,14733,1,4,8,1958,0,2620
874150,4,3.5,3530,14406,2,3,10,1987,0,3170
470000,3,2.25,2220,9800,2,3,8,1987,0,2420
374000,3,1.75,2000,9416,1,4,6,1961,0,1440
510000,2,1.75,1210,131115,1.5,5,7,1950,0,2020
467000,2,2.5,1140,1181,3,3,8,2007,0,1220
576000,4,2.5,2440,28405,2,3,8,2002,0,2480
196440,3,2,1560,7352,1,3,6,1992,0,1120
825000,4,2.5,3210,18901,2,3,10,1993,0,3330
281000,2,1,930,2600,1,3,7,1981,0,1370
326000,3,2.5,1782,1577,3,3,7,2000,0,1550
340000,3,1.75,1740,46580,1,4,7,1980,0,1576
440000,5,1.75,3690,36036,1,3,9,1985,0,2680
749000,4,2.5,2930,18199,2,3,9,1998,0,2930
340000,4,1,1230,8316,1.5,3,7,1963,0,1490
561000,3,2,2000,7000,2,3,7,1916,1986,1840
270000,3,2.25,1520,7930,1,3,7,1988,0,1530
600000,2,1,1040,3600,1,4,7,1919,1980,2250
219900,4,1.5,1120,5427,1,3,6,1969,2014,1150
617000,3,1.75,3020,360241,2,3,8,1992,0,1890
469000,3,2.25,1820,8446,2,3,8,1978,0,1850
229000,3,1,1370,56628,1,3,7,1942,0,1768
1265000,4,3,3130,2646,2.5,5,9,1906,0,2920
365000,3,1.5,1640,8301,1,3,7,1958,0,1640
429000,4,2.5,2650,9301,2,3,9,2001,0,2730
550000,4,2.5,2850,6809,2,3,9,2003,0,2820
453000,3,2.5,1820,16300,1,4,7,1955,0,1870
187500,3,1.5,1180,7000,1,4,7,1977,0,1180
520500,6,2.5,1880,14350,1,5,7,1955,0,1510
300000,3,1.75,1280,12776,1,4,7,1977,0,1680
799000,4,3.25,3120,5000,2,3,9,2005,0,2520
338000,3,2.5,2470,4948,2,3,8,2003,0,2500
800000,3,1,1700,4400,1.5,4,8,1906,0,1610
360000,2,2,1180,3200,1,4,6,1945,0,1350
442500,6,2.5,2800,10490,1,3,7,1968,0,2290
700000,4,1,1300,1651359,1,4,6,1920,0,2560
830000,5,3,3040,9601,1,5,9,1968,0,3180
360400,3,2.5,1630,11592,2,3,8,1987,0,1700
345000,3,1,1340,9339,1,5,7,1960,0,1310
300000,3,1.75,1830,51836,1,4,7,1966,0,1320
350000,3,1,1240,10800,1,5,7,1959,0,1810
368000,4,2,2500,36900,1,3,7,1972,0,1960
264000,3,1.75,1760,7482,1,4,8,1966,0,2000
435000,3,2,2660,16677,1,3,9,1990,0,2660
200000,3,1.5,2060,15837,1.5,3,6,1903,0,2190
620000,5,2.5,2540,3832,2,5,8,1929,0,2000
1679000,5,4.25,4830,11466,2,3,10,2014,0,2180
337000,3,1.75,1400,6000,1,4,7,1919,0,1030
1928000,4,3.25,4280,20296,2,4,11,1984,0,3420
544500,4,2.5,2230,10414,1,5,7,1974,0,1960
252000,1,1,680,1638,1,1,6,1910,1992,1010
445000,4,2.5,2340,3784,2,3,8,2008,0,1730
379500,3,2.25,2070,14196,2,3,7,1989,0,1550
189950,4,2,1910,4225,1,4,6,1919,0,1060
469000,3,1,950,4250,1.5,5,6,1948,0,2130
600000,5,2.75,2910,53898,1,5,7,1979,0,3210
785000,3,2.5,2930,33981,2,3,9,2000,0,3720
372000,4,2.75,2610,8967,2,4,8,1990,0,2390
445000,5,3,3880,7180,2,3,7,2004,0,2160
508000,4,2.25,3320,53392,2,4,8,1986,0,3230
780000,5,1.5,1940,4800,2,3,8,1905,0,1750
541100,4,2.25,2510,9800,2,3,9,1978,0,2440
729000,4,2.5,2660,5608,2,3,9,2003,0,3010
397000,3,2,1710,134489,1,5,7,1952,0,1700
451555,2,1,1320,4520,1,3,6,1912,1971,1420
300000,2,1,960,8153,1,3,6,1947,0,1160
416000,3,2.5,1790,11542,1,5,7,1969,0,1790
490000,2,1,950,3060,1,3,6,1925,0,1510
480000,6,3.75,2940,5054,2,3,7,1942,2003,1530
368000,2,2,930,1662,1,3,7,2002,0,1780
1038000,3,2.5,4570,10615,2,3,12,1991,0,3860
545000,3,2.5,2370,9000,1,4,8,1952,0,2120
850000,5,2.75,3430,15119,2,3,10,1998,0,3430
550000,4,3.5,3540,4750,2,3,10,2003,0,3310
600000,3,2.25,2240,9314,2,3,9,1984,0,2240
535000,4,2.5,2710,12138,1,3,8,1968,0,2390
599950,3,2.5,2660,4975,2,3,8,2014,0,1840
531000,5,2.75,2540,5022,1,4,8,1955,0,2510
530000,4,2.25,2210,7665,2,4,8,1968,0,1960
597326,4,4,3570,8250,2,3,10,2015,0,2230
805000,4,2.5,3450,33460,2,3,9,1997,0,2820
390000,4,1.75,2330,8364,1,4,8,1968,0,2180
487250,4,2,1690,3250,1.5,3,7,1901,0,1620
301000,3,1.5,1030,8414,1,4,7,1967,0,1750
1175000,5,2.75,2560,5618,1.5,3,8,1923,0,2740
299000,4,2.5,1950,3000,2,3,7,2002,0,1170
2350000,4,2.25,4370,22863,2.5,4,10,1907,1994,2980
400000,4,2.5,2350,3904,2.5,3,7,1999,0,1120
467500,4,2.5,3160,7210,1,4,7,1969,0,2070
305000,4,2.5,2430,9103,2,3,8,1990,0,2260
210000,3,1,1340,306848,1,3,5,1953,0,1800
300000,3,1,1010,10168,1,3,6,1979,0,1180
327500,3,2.25,1770,8755,1,3,8,1981,0,1910
269000,3,2,1210,7136,1,3,7,2003,0,1210
975000,4,3.25,3330,17533,1,3,9,1969,0,3340
355000,3,1,1240,5400,1,4,7,1940,0,1429
712000,3,1,1250,4620,1.5,4,7,1900,0,1900
883000,4,2.5,2960,41656,2,3,10,1985,0,3900
190000,2,1,840,12252,1,3,6,1994,0,1010
443000,3,1.75,1530,8028,1,3,7,1967,0,1530
920000,4,3,3750,11025,2,3,10,1976,0,2930
285000,4,2.25,2150,8250,1,4,7,1978,0,2050
901000,4,3.25,1560,4080,1,3,7,1916,0,1370
552500,3,1.75,2040,5775,1,3,7,1958,0,1360
256000,2,1,860,5000,1,3,6,1915,1945,1220
341000,3,1.5,1720,7119,1.5,4,7,1952,0,1590
279000,4,2.25,2090,8941,2,3,7,1975,0,1890
686000,4,2.25,2130,10650,2,4,8,1977,0,3380
225000,2,1,1300,11867,1.5,4,6,1975,0,820
215500,2,1.75,1220,15600,1,3,6,1972,0,1510
950000,4,3,2420,4800,1.5,3,7,1919,0,1090
503000,4,2.5,2940,156988,2,3,9,1996,0,2940
780000,3,2.5,2610,7567,2,3,9,1997,0,2610
212000,4,2,1880,7500,1,5,6,1946,0,1670
580000,4,2.75,2330,6703,1.5,3,7,1983,0,2060
465000,4,2.5,2200,3141,2,3,7,1994,0,1660
206000,4,2,1720,7560,1,3,7,1959,0,1750
615000,3,2.5,2250,10171,2,3,9,1987,0,2440
519000,4,1,1640,6305,1.5,5,6,1907,0,1590
1135000,4,3.25,4130,11444,2,3,11,2001,0,3720
330000,5,2.5,2600,3839,2,3,7,2005,0,2180
240000,4,1.5,1920,7973,1,3,8,1955,0,2020
574000,3,2,2060,7000,1,4,9,1988,0,2110
930000,4,4.25,5710,24663,2,3,11,2007,0,4060
850000,4,3,2720,183823,2,3,8,1975,2007,2140
415000,3,1.5,1490,7275,1,3,7,1974,0,1420
480000,3,2.5,2360,9005,1,5,7,1929,0,1520
300000,5,1,1940,8875,1,3,7,1957,0,1380
439000,4,2.25,2570,9503,2,3,8,1980,0,1950
450000,3,1,1160,36831,1,3,7,1938,0,1800
589000,3,2.5,2660,206480,1,3,8,1989,0,2660
477000,3,2.25,1260,3000,2,3,7,2003,0,1630
587500,4,2.25,1780,6120,1,3,8,1951,0,1780
1315000,4,2.25,3180,6105,2,3,10,1905,0,3180
1430000,4,2.5,3380,27589,2,3,10,1966,0,3390
700000,4,2.25,2690,15000,2,3,9,1978,0,2670
275000,2,1,1180,6552,1,4,6,1949,0,1070
367500,3,1,1660,11783,1,4,7,1978,0,1320
453250,4,2.5,2260,6300,2,3,7,2001,0,2300
607000,5,1.75,1910,5428,1,3,8,1954,0,1820
255000,4,2,2430,8960,1,3,7,1960,0,2430
501000,2,2,1300,2500,1,4,7,1926,0,1160
450000,3,1,1060,4650,1,3,7,1950,0,1480
360000,3,2.25,2200,8000,2,3,8,1981,0,2170
460000,4,1.75,1720,3050,1.5,5,7,1929,0,1570
753000,3,1.75,2360,8290,1,4,7,1950,0,1880
389950,2,1,820,4234,1,3,6,1951,0,1550
469000,2,1,1030,4400,1,3,7,1924,0,1400
550000,4,1.75,2030,5688,2,4,9,1939,0,2320
565000,5,3.5,2700,11675,1.5,4,6,1948,0,2160
189650,2,1.75,1100,7600,1,3,6,1980,0,1230
1525000,4,3.25,3620,5131,2,4,11,1927,0,2550
260000,3,1.75,1340,8000,1,3,7,1980,0,1690
243000,3,1.75,1790,12000,1,3,7,1960,0,1840
1100000,4,2.5,3830,13800,1,4,9,1969,0,3460
249000,3,1.5,1580,7200,1,4,7,1976,0,1580
720000,2,1,2020,7200,1,4,7,1947,0,2020
905000,4,2.5,3330,9557,2,3,10,1995,0,3360
824500,4,2.5,2610,3500,1.5,5,7,1927,0,1820
762500,4,2.75,2610,8760,1,4,8,1978,0,2550
580000,3,2.5,1740,1280,3,3,8,2008,0,1740
380000,3,2,1840,8580,1,3,8,1990,0,2190
805000,3,1.75,1080,3200,1,4,7,1926,0,1780
520000,4,1.75,1240,4532,1.5,4,7,1944,0,1260
1569500,5,4.5,5620,5800,3,3,11,1999,0,2360
175000,2,1,1170,8925,1,3,6,1911,0,1380
353500,4,2.25,1760,9602,2,3,7,1987,0,1860
500000,4,2.5,2230,26989,1,4,8,1962,0,2570
386500,3,1.75,1520,7350,1,4,7,1972,0,1380
210000,2,1,1450,4750,1,3,7,1950,0,1190
439500,3,2.5,1600,6510,1,3,7,1983,0,1600
315000,5,2.5,3220,5751,2,3,8,2002,0,2740
339000,4,2.5,1830,8601,2,3,7,2003,0,1830
655000,4,2.25,2200,9163,1,4,8,1971,0,2420
740000,2,2.5,2170,8678,1,3,8,2008,0,2170
685000,5,2.5,1900,7843,2,5,7,1966,0,1900
550000,5,2.5,2960,9877,1,4,7,1960,0,1900
405000,2,1.75,1710,4234,2,3,7,1920,1979,1530
765000,4,2.25,2620,17366,1,3,9,1984,0,2620
625000,3,2,2140,3600,2,3,8,1911,1997,2340
207000,4,2.5,2100,19680,1.5,3,6,1914,0,1340
370000,4,2.5,2100,19680,1.5,3,6,1914,0,1340
475000,3,2.5,1460,4961,1,4,8,1988,0,1550
365000,2,1,990,8250,1,3,7,1955,0,1080
411800,4,2.25,2190,6800,1,5,7,1969,0,1560
668000,5,3.5,3990,42436,2,3,9,2002,0,3030
618000,3,2.5,2340,3630,2,3,9,1998,0,1820
247500,4,2,2460,5921,1,4,7,1948,0,1260
345000,5,3,2080,6150,1,3,7,1950,0,1420
616300,3,2,1700,8400,2,3,7,1927,0,1820
348000,3,1.5,1330,6768,1,4,7,1952,0,1320
425000,3,2.5,1630,10762,1,3,7,1994,0,1770
850000,5,2.75,2920,11880,1,5,8,1968,0,3910
820000,5,2.75,2830,6137,2,3,9,2010,0,3170
832000,4,2.25,3190,52953,2,4,10,1980,0,3190
835000,3,1.75,1490,3840,2,3,8,1984,2014,3450
350000,3,2.5,1630,3425,2,3,8,1999,0,1420
349000,4,2.5,2280,4096,2,3,7,2003,0,2280
1125000,6,3.75,3010,4360,2,3,9,2014,0,1600
320000,3,2.5,1590,3480,2,3,7,2004,0,1680
150000,3,1,1250,7210,1,4,7,1968,0,1010
340000,3,1,1710,,1,3,6,1949,0,1200
785500,4,4,3280,8448,2,3,10,2007,0,3730
410500,4,2.5,3362,8601,2,3,8,2004,0,2770
580000,3,2.5,2200,11000,2,3,9,1978,0,2200
345000,2,1.5,830,920,2,3,7,2005,0,830
550000,3,2.25,2160,37000,1.5,4,7,1933,0,2540
449500,4,3,2580,7299,2,3,8,1998,0,2250
300000,3,1,2150,7007,1,3,6,1954,0,1720
915000,4,2.5,3510,28052,2,3,10,1988,0,
1575000,4,3.75,3810,9916,2,3,11,1989,0,3040
599000,4,2.75,2020,2750,1,3,8,1917,2014,1840
755000,4,2.5,2120,10202,1,4,7,1960,0,1570
400000,3,1,1250,7157,1,3,7,1944,2010,1300
133000,3,1,980,9115,1,3,7,1968,0,1470
330000,4,1.5,1250,8400,1,3,7,1951,0,1560
330000,4,1,1100,5000,1.5,5,6,1904,0,1560
375000,3,1.75,1330,9417,1,5,6,1936,0,1690
485000,4,2.75,2560,8956,1,4,7,1968,0,2280
470000,4,2.5,1850,11250,1.5,3,7,1981,0,1650
1045000,4,3,2790,3600,2,3,8,1905,2013,1360
548800,4,1,1660,4704,1.5,3,7,1930,0,1360
315000,2,1,1080,2674,1,4,6,1919,0,1250
590000,3,2,3030,9374,1,4,7,1959,0,1990
439950,4,2.5,2380,12067,2,3,7,2002,0,2330
325000,3,1.75,2250,26337,1,3,8,1980,0,1830
400000,2,1,880,5111,1,3,6,1931,0,1370
685000,4,2.5,2770,10051,2,3,10,1987,0,2730
339950,3,2,1340,10200,1.5,3,7,1953,0,1420
315000,3,1.75,1660,8160,1,4,7,1951,0,1490
411753,3,2.5,1710,3795,2,3,7,2009,0,1600
577000,2,1.75,1620,4879,1,3,7,1924,2011,1500
500000,3,1.75,1530,8829,1,5,8,1972,0,2060
210000,3,2,1440,10111,1,3,7,1963,0,1580
640000,4,1.75,2020,16120,1,3,7,1969,0,1940
460000,4,1.75,1870,8663,1,5,7,1949,0,1560
265000,2,1,620,4760,1,3,6,1941,0,620
740000,5,5,5774,31675,1,3,11,1984,0,3260
230000,3,1,1240,6195,1,3,6,1948,0,1760
315000,3,1.75,1890,10661,1,5,7,1978,0,1680
432000,3,1.75,2410,51763,1,4,8,1981,0,2410
467000,3,2.5,1530,3984,2,3,8,1995,0,1720
255000,5,3.75,2800,9900,1,3,7,1964,0,1700
316500,3,1.75,1460,6360,1,3,7,1979,0,1400
190000,4,2,1580,6250,1,3,7,1977,0,1580
490000,3,2,1450,2400,1.5,3,8,1900,2003,1450
378000,4,1.75,1990,23200,1,4,7,1976,0,1950
598800,6,4,4470,17877,3,3,9,2013,0,1790
333800,5,3,1980,3868,1,3,7,1990,0,1970
690000,4,2.5,2920,9904,2,4,9,1990,0,1810
320000,4,1.75,1660,6200,1,4,6,1948,0,1780
1249000,4,3.5,3190,6000,1.5,4,9,1912,0,2840
335000,3,1.5,1560,9600,1,4,7,1961,0,1520
840000,3,2.5,3050,33920,1,3,8,2004,0,1970
608250,4,2.75,3030,21780,2,3,8,1986,0,3020
550000,3,2.5,2260,4165,2,3,7,2005,0,2770
240000,3,1,1260,7920,1,3,7,1966,0,1300
998000,3,2.25,3370,11757,2,4,9,1980,0,2690
275000,3,1.75,1490,8000,1,3,8,1978,0,1740
284200,3,2.5,1570,9292,1,3,7,1977,0,1470
1715000,4,3.75,4490,7623,2,4,10,1941,0,3760
2400000,4,3.75,4090,24825,2,4,11,1926,0,3910
930800,5,2.5,4150,96574,2,3,10,1988,0,3320
930000,4,3,2900,10400,1,5,8,1959,0,2820
215000,4,1.5,1430,8775,1,3,7,1979,0,1390
480000,2,1.5,1008,26487,1,4,6,1943,2002,1132
483945,2,1.75,1480,5120,1,4,6,1951,0,1090
347000,3,1.75,1240,8050,1,4,7,1978,0,1370
232500,3,2,1370,9760,1,4,7,1979,0,1640
390000,4,2.25,1770,33132,1,4,8,1965,0,2490
550000,3,2.25,2160,15360,1,3,8,1965,2000,2180
590000,4,2.5,2340,8971,2,3,9,1987,0,2510
420850,1,1,960,40946,1,5,5,1945,0,1320
345000,4,2.5,2280,8190,1,3,7,1983,0,1990
429800,3,2,1970,7000,1,3,8,1986,0,1970
302000,4,1.75,1530,17664,1.5,3,7,1968,0,1530
800000,4,1.5,1790,3952,1.5,4,8,1932,0,1200
250000,3,2.5,1700,6000,2,3,8,1997,0,1940
605000,3,2,2660,4500,1,4,7,1922,0,1790
412000,3,1.75,1950,52256,1,4,8,1985,0,2450
252000,3,2,1340,5670,2,3,6,1994,0,1290
375000,3,1,1130,12500,1.5,3,7,1954,0,2280
725000,2,1.75,1950,2719,1,5,7,1919,0,1360
471750,5,3.5,3790,8200,1,3,8,2001,0,1740
490000,4,2.25,2020,85813,2,3,7,1995,0,2120
439000,2,1,800,5100,1,3,7,1945,0,1330
355000,4,2,1770,8890,1,5,6,1949,0,1010
250000,1,0.75,940,87120,1,3,6,1944,0,1930
780000,4,2.25,2260,16188,1,3,10,1984,0,2840
409000,2,1,890,3271,1,4,6,1918,0,1190
420000,2,1,860,3880,1,4,6,1916,0,1230
200000,1,0.75,680,9600,1,3,5,1947,0,1580
830000,2,1.5,2130,35679,1,4,7,1963,0,2670
695000,3,2.5,2390,4555,2,3,9,2006,0,2540
815000,4,2.75,3488,9614,2,3,10,1998,0,3600
210000,3,1.75,1260,6223,1,3,7,1983,0,1260
635000,3,1.75,2940,6000,1,4,8,1957,0,2880
562500,4,2.5,2440,7322,2,3,9,1991,0,2590
402500,4,2.5,2600,11951,2,3,10,1988,0,2820
555000,3,2,2080,7020,1,4,7,1951,0,1920
310000,3,1,1990,7173,1,3,7,1972,0,1320
500000,4,2.5,2840,18001,2,3,9,1994,0,2500
430000,6,3,2630,8800,1,3,7,1959,0,1220
1600000,3,4.25,2820,7200,2,4,10,1930,0,3300
627500,4,1,1560,4080,1.5,3,7,1923,0,1890
335000,4,2.5,2330,7050,2,3,8,1998,0,1810
962000,4,2.25,3320,20100,1,4,8,1981,0,2450
299000,3,1.75,1730,14270,1,3,7,1959,0,1600
399950,4,2.5,3110,5868,2,3,8,2001,0,2950
322000,3,1,1230,9660,1,3,7,1968,0,1380
430000,2,1.5,950,4625,1,4,7,1949,0,1440
307000,3,1.75,1890,13860,1,5,7,1966,0,1500
194000,3,1.5,1010,5000,1,3,6,1943,0,980
180000,3,1,1010,8581,1,4,6,1920,0,1060
465000,4,2.25,2340,13383,1,3,8,1983,0,1810
722500,4,2.5,2460,9296,2,3,9,1978,0,2730
470450,2,1,1010,3400,1,3,7,1921,0,1800
280000,3,2.5,1650,6000,2,3,7,1990,0,1750
176250,4,2,1440,6702,1,4,7,1966,0,1030
560000,5,1,1710,9100,1.5,4,7,1926,0,1880
830000,3,2.5,2760,11287,2,3,10,1991,0,2760
276900,2,1,1350,10096,1,4,7,1952,0,1280
625000,3,1.75,1660,4800,2,3,7,1906,2014,1660
1015000,4,2.5,2960,4760,2,3,8,1900,0,1600
463500,1,1,1090,8750,1,4,6,1924,0,1830
485000,3,2.5,3110,9015,2,3,9,1990,0,2650
272000,3,2,1380,7476,1,3,7,1989,0,1600
305000,2,1,1290,3140,2,3,7,2008,0,1290
760000,3,2.5,1980,13964,1,5,7,1959,0,2040
387500,2,1,870,6126,1,4,7,1938,0,1620
352000,4,2.5,2470,5015,2,3,8,2004,0,2470
507000,3,1.75,2140,40098,1,5,8,1950,0,2220
156000,3,1,770,9750,1,3,6,1941,0,1560
580000,3,3.25,1490,857,3,3,8,2001,0,1550
630000,4,2.5,2510,35020,1,4,8,1977,0,2080
275000,5,1.5,1950,9000,1,3,7,1964,0,1680
835000,5,4,3600,14720,1,5,8,1960,0,3600
340000,4,2.5,2380,7850,2,3,8,1995,0,1940
329350,2,1,720,6687,1,3,6,1942,0,840
1480000,3,3.5,4070,26000,2,3,11,1991,0,3770
475000,3,1,1250,150117,1,3,7,1975,0,3060
719950,3,2.25,2190,2416,3,3,8,2014,0,1510
235000,1,1,810,2451,1,5,7,1941,0,980
875000,3,1.5,2440,5750,1,3,8,1939,0,2160
380000,4,1.75,1740,9150,1,3,7,1974,0,1540
325000,3,2.25,1480,97138,1.5,3,7,1984,0,1730
475000,4,2.5,2120,57050,2,3,9,1989,0,3320
152900,1,1,900,4368,1,5,6,1915,1950,1290
210000,2,2,1190,7570,1,3,6,1939,0,1190
350000,4,1,1010,6000,1,3,6,1925,0,1450
505000,3,2.5,2100,17882,2,4,8,1985,0,2080
464900,4,2.25,2020,8424,1,4,7,1979,0,2030
650000,3,2,2520,5980,1,3,8,1957,0,1590
369950,2,2.75,1370,1140,2,3,8,2009,0,1370
250000,3,2.5,1530,2890,2,3,7,2001,0,1540
320000,3,2.5,1530,2890,2,3,7,2001,0,1540
2532000,4,4.25,5040,16048,1,3,10,1950,0,3960
340000,4,2.25,2530,24700,2,3,7,1974,0,2650
440000,2,1.5,1010,1968,1.5,5,5,1906,0,1760
219950,3,1,1200,7727,1,4,7,1959,0,1300
940000,4,3,2720,11740,1,5,9,1957,0,2640
399950,4,1.5,1850,6125,1.5,3,6,1945,0,990
1568000,3,2.75,2340,8828,1,4,9,1954,0,3480
528000,4,1.75,1860,9750,1,3,7,1969,0,1900
545000,4,1.75,1940,8990,1,4,8,1956,0,2310
575000,2,2,1680,6194,1,3,8,2004,0,1900
235000,4,2.75,1770,10184,1,3,8,1979,0,2070
272000,3,2.5,1790,6371,2,3,8,1998,0,1850
380000,4,1.75,1720,9600,1,4,8,1969,0,1660
195000,3,1,1280,6967,1.5,3,7,1949,0,1280
297000,3,2.5,1690,4988,2,3,7,2002,0,1830
349000,4,2.5,2190,7294,2,3,8,2003,0,2240
320000,2,1,710,5200,1,4,6,1942,0,1610
319990,4,1.5,1890,10707,1,3,7,1962,0,1610
439900,2,2,1410,12282,1.5,5,8,1909,1988,1410
429000,3,3.25,2210,3600,2,3,8,1995,0,2010
272500,3,2,1540,6250,1,3,7,1998,0,2070
400000,4,2,1350,7255,1,4,7,1959,0,1050
462000,5,2,1380,4300,1.5,3,7,1916,0,1830
510000,2,1,890,6095,1,3,7,1947,0,1450
550000,3,2.5,1900,3255,2,3,8,1988,2000,1880
150000,3,1,1240,5200,1,3,6,1969,0,870
460000,3,2.5,1730,8490,1,3,7,1969,0,1870
632500,4,2.5,2090,10306,2,3,10,1986,0,2660
361000,3,1.75,1650,11220,1,4,7,1969,0,1340
437000,3,2.25,1130,1221,2,3,8,2004,0,1300
370000,6,2.75,3240,5750,1,4,6,1950,0,1230
884250,4,2.5,3840,12151,2,3,10,1998,0,3560
225000,3,1,1200,9936,1,4,6,1969,0,1200
235000,2,1,870,5000,1,3,6,1949,0,820
767500,6,3.5,2410,6000,2,3,9,1916,1990,1980
1200000,3,1.75,1560,8078,1.5,4,6,1928,0,2890
715000,3,2.5,2410,46609,2,3,9,1989,0,3370
417000,4,2.25,2300,7700,1,3,7,1959,0,2010
199000,3,1,1390,12145,1,4,7,1964,0,1030
875000,5,2.5,2920,5568,2,3,8,1906,0,2970
545000,4,1.5,1370,3708,1.5,3,7,1926,0,2030
192500,2,1,950,7692,1,3,6,1926,0,1820
822500,3,2.5,3090,7708,2,3,10,1999,0,3140
800000,4,2.5,2390,10000,1,3,9,1975,0,1900
1250000,3,2.5,2070,4944,2,3,9,1930,0,3300
3850000,4,4.25,5770,21300,2,4,11,1980,0,4620
295000,3,2.5,1460,7936,2,3,7,1995,0,1830
419000,2,1.75,1510,4980,1,3,8,2006,0,1350
1195000,5,3.25,5180,19606,1,3,11,1993,0,4050
750000,4,2.75,3430,13907,2,3,11,1995,0,3250
502000,4,1.5,1700,8400,1,3,7,1953,0,1750
1025000,3,1.75,2640,8000,1,4,9,1960,0,2740
398500,3,1,1200,15960,1.5,3,6,1945,0,1120
700000,2,1.5,1850,4945,1.5,4,7,1907,1969,1850
248000,5,1.5,1510,9078,1,4,7,1959,0,1480
800000,4,2,2130,2800,1,5,7,1922,0,1990
383000,4,2.5,2640,8055,2,3,9,2004,0,1650
688000,4,3,3000,4000,1.5,3,8,1913,2014,1900
521000,3,2,1870,5455,1,5,7,1926,0,1870
365000,2,1,990,9223,1,3,7,1949,0,1230
491000,3,2,2005,7000,1,3,7,1980,0,1750
643000,3,2.75,2030,7700,1,5,8,1965,0,1780
279000,3,2.5,1500,7350,1,2,7,1979,0,1390
583500,4,1,1530,3900,1.5,4,7,1908,0,1300
310000,3,2.5,1990,3600,2,3,7,2004,0,1790
310000,3,1.75,1420,7650,1,4,7,1984,0,1810
280000,3,1,1400,13975,1,4,6,1956,0,1260
272000,4,2.5,1870,5692,2,3,7,2004,0,2390
870000,4,3,3040,36246,1.5,3,9,1923,2014,3520
307000,3,2,1790,7259,1,3,7,1980,0,1790
490000,2,1.5,1590,4500,1,4,7,1946,0,1900
399950,3,2,2050,9396,1,5,7,1960,0,1680
1635000,5,3.5,4220,26784,1,3,10,1958,2006,3450
989000,5,4.5,4030,13474,2,3,11,2000,0,3860
264950,4,1.75,1770,9011,1,5,7,1983,0,1410
491500,4,2.75,2100,7236,1,3,8,1979,0,1900
345000,3,2.25,2120,15003,2,3,7,1984,0,2070
339900,4,1.75,2600,18042,1,4,8,1969,0,2200
852000,3,3,2400,4000,2,3,7,1905,0,1750
585000,5,3.5,3180,40946,1,3,7,1968,0,2430
723000,4,2,2790,8793,1,4,8,1977,0,2400
